<img src="27E1D.png"><br>𧸝	bán<br>to sell
<img src="4F75.png"><br>併	tính<br>to calculate; to plan
<img src="5C0D.png"><br>對	đối<br>facing, opposing
<img src="985E.png"><br>類	loại<br>class, group, kind, category
<img src="6216.png"><br>或	hoặc<br>or; either
<img src="29218.png"><br>𩈘	mặt<br>face
<img src="4021.png"><br>䀡	xem<br>to see, to observe
<img src="60C5.png"><br>情	tình<br>feeling, emotion
<img src="5916.png"><br>外	ngoài<br>out; outside; external
<img src="8FB9.png"><br>边	bên<br>side; edge
<img src="7262.png"><br>牢	sao<br>how
<img src="232C0.png"><br>𣋀	sao<br>star
<img src="24018.png"><br>𤀘	vùng<br>region, area
<img src="4E15.png"><br>丕	vậy<br>so; thus
<img src="5F35.png"><br>張	trương<br>(surname); 【to open up, to spread, to extend】*
<img src="599D.png"><br>妝	trang<br>【to dress up, to make up】*
<img src="20CD2.png"><br>𠳒	lời<br>word
<img src="6B47.png"><br>歇	hết<br>to be over; to end; to expire; to be used up
<img src="9673.png"><br>陳	trần<br>(surname Tran)
<img src="8A8D.png"><br>認	nhận<br>to agree, to accept; to recognize
<img src="515C.png"><br>兜	đâu<br>where; somewhere
<img src="8072.png"><br>聲	thanh<br>sound, voice, noise
<img src="6E05.png"><br>清	thanh<br>pure, clear, clean
<img src="9752.png"><br>青	thanh<br>juvenile; 【green, blue】*
<img src="53E4.png"><br>古	cổ<br>old, ancient, antique
<img src="24CC4.png"><br>𤳄	bởi<br>because
<img src="226B8.png"><br>𢚸	lòng<br>soul, mind, heart; feeling
<img src="5E45.png"><br>幅	bức<br>painting, photograph, piece
<img src="5146.png"><br>兆	triệu<br>million
<img src="2398D.png"><br>𣦍	ngay<br>straight, direct
<img src="27D46.png"><br>𧵆	gần<br>near; nearly, almost
<img src="27DF8.png"><br>𧷸	mua<br>to buy
<img src="7528.png"><br>用	dụng<br>to use, to employ
<img src="2BBF3.png"><br>𫯳	chồng<br>husband
<img src="91CD.png"><br>重	trọng<br>to value, to respect; 【weight, heavy】*
<img src="5206.png"><br>分	phần<br>part, portion, piece (of a whole)
<img src="5973.png"><br>女	nữ<br>【female, woman】*
<img src="27FE8.png"><br>𧿨	trở<br>to turn, to change
<img src="66E0.png"><br>曠	khoảng<br>about, circa; space, distance, interval; period (time)
<img src="20E25.png"><br>𠸥	kể<br>to tell; in relation to, with respect to
<img src="95DC.png"><br>關	quan<br>【frontier, barrier, gate】*
<img src="89C0.png"><br>觀	quan<br> 【to see】*
<img src="7121.png"><br>無	vô<br>【non-, negative】*
<img src="54E1.png"><br>員	viên<br>member; employee; personnel
<img src="6E56.png"><br>湖	hồ<br>lake
<img src="7CCA.png"><br>糊	hồ<br>glue; to glue
<img src="62E0.png"><br>拠	cứ<br>to continue, to keep on; 【ground, base】*
<img src="5ECA.png"><br>廊	làng<br>village
<img src="6625.png"><br>春	xuân<br>spring (season)
<img src="228C2.png"><br>𢣂	nghĩ<br>to think
<img src="5831.png"><br>報	báo<br>to report, to tell; newspaper
<img src="7248.png"><br>版	bản<br>copy, edition; printing blocks
<img src="672C.png"><br>本	bản<br>【root, origin, source; basis】*
<img src="9069.png"><br>適	thích<br>to like
<img src="91CB.png"><br>釋	thích<br>【to explain】*
<img src="50B7.png"><br>傷	thương<br>to be fond of, to love
<img src="7E3D.png"><br>總	tổng<br>【altogether】*
<img src="23603.png"><br>𣘃	cây<br>tree, plant
<img src="6838.png"><br>核	hạch<br>nucleus
<img src="50B3.png"><br>傳	truyện<br>story
<img src="20040.png"><br>𠁀	đời<br>existence; world; generation; era
<img src="24C82.png"><br>𤲂	dưới<br>below; at the bottom
<img src="6CD5.png"><br>法	pháp<br>law; France; french
<img src="5FC3.png"><br>心	tâm<br>【heart; mind】*
<img src="8CD6.png"><br>賖	xa<br>far, distant
<img src="FA24.png"><br>﨤	gặp<br>to meet, to encounter
<img src="771C.png"><br>眜	mắt<br>eye; expensive
<img src="5317.png"><br>北	bắc<br>north; northern
<img src="660E.png"><br>明	minh<br>【bright; clear】*
<img src="5143.png"><br>元	nguyên<br>whole, entire; 【original, initial, source, root】*
<img src="56DB.png"><br>四	tư<br>【four】*
<img src="20DA2.png"><br>𠶢	dù<br>however, though
<img src="6CB9.png"><br>油	dầu<br>oil, fat, grease
<img src="50F9.png"><br>價	giá<br>price, value
<img src="213A5.png"><br>𡎥	ngồi<br>to sit
<img src="4EE3.png"><br>代	đại<br>【era, generation】*
<img src="5927.png"><br>大	đại<br>【big; great; very, much】*
<img src="231DE.png"><br>𣇞	giờ<br>time
<img src="8EAB.png"><br>身	thân<br>body; trunk; intimate, close
<img src="26627.png"><br>𦘧	vẽ<br>to draw, to paint
<img src="8F2A.png"><br>輪	luôn<br>directly, right away; also, too; often; 【wheel, disk; revolve, recur】*
<img src="53F8.png"><br>司	ty<br>service, administration; 【to manage, to govern, to regulate】*
<img src="216D4.png"><br>𡛔	gái<br>female; girl
<img src="9020.png"><br>造	tạo<br>to create; to make; to form
<img src="232DA.png"><br>𣋚	hôm<br>day
<img src="52A1.png"><br>务	mùa<br>season; time; tide
<img src="5E84.png"><br>庄	chẳng<br>not at all
<img src="63A8.png"><br>推	thôi<br>to stop, no more; only, just; enough!
<img src="725F.png"><br>牟	màu<br>color
<img src="22CA7.png"><br>𢲧	gây<br>to quarrel; to cause, to excite, to initiate
<img src="89E3.png"><br>解	giải<br>to solve, to answer, to explain
<img src="53E5.png"><br>句	câu<br>sentence
<img src="5FB7.png"><br>德	đức<br>virtue, ethics, morality; Germany, german
<img src="9EDE.png"><br>點	điểm<br>point, mark, score
<img src="21A39.png"><br>𡨹	giữ<br>to keep; to retain; to hold; to maintain
<img src="5352.png"><br>卒	tốt<br>good, well, fine; 【finally, at last】*
<img src="52D9.png"><br>務	vụ<br>【matter, affair, business】*
<img src="20066.png"><br>𠁦	trúng<br>exactly, correct; to hit, to impact
<img src="215F6.png"><br>𡗶	trời<br>sky; heaven; weather
<img src="225B5.png"><br>𢖵	nhớ<br>to remember; to recall; to call in mind
<img src="20CE8.png"><br>𠳨	hỏi<br>to ask; to question, to inquire
<img src="268F0.png"><br>𦣰	nằm<br>to lie down
<img src="60F3.png"><br>想	tưởng<br>to think
<img src="6C94.png"><br>沔	miền<br>region; district
<img src="5C6C.png"><br>屬	thuộc<br>to belong to, subordinate of; to know by heart; to tan
<img src="6CE8.png"><br>注	chú<br>uncle; 【to focus, to concentrate】*
<img src="6392.png"><br>排	bài<br>lecture
<img src="28585.png"><br>𨖅	sang<br>to cross; to transfer; across, over
<img src="9404.png"><br>鐄	vàng<br>gold; yellow
<img src="65EC.png"><br>旬	tuần<br>week; ten-day period
<img src="773E.png"><br>眾	chúng<br>masses; multitude
<img src="236E0.png"><br>𣛠	máy<br>machine; engine
<img src="91D1.png"><br>金	kim<br>【gold, metal】*
<img src="4ECA.png"><br>今	kim<br>【today】*
<img src="73E0.png"><br>珠	châu<br>【gem, pearl, precious stone】*
<img src="6D32.png"><br>洲	châu<br>continent
<img src="5C71.png"><br>山	sơn<br>【mountain; mountains】*
<img src="21959.png"><br>𡥙	cháu<br>grandchild, grandchildren, grandson, granddaughter
<img src="83ED.png"><br>菭	đầy<br>full, completely filled
<img src="65E5.png"><br>日	nhật<br>sun; Japan; japanese
<img src="20042.png"><br>𠁂	đứa<br>(person of low rank), bloke, lad, guy
<img src="28C7D.png"><br>𨱽	dài<br>long
<img src="6A02.png"><br>樂	nhạc<br>music
<img src="73ED.png"><br>班	ban<br>time, shift
<img src="90FD.png"><br>都	đô<br>【capital city, metropolis】*
<img src="23380.png"><br>𣎀	đêm<br>night
<img src="5A18.png"><br>娘	nàng<br>she; her
<img src="8A66.png"><br>試	thi<br>to compete, to race, to take an examination
<img src="8A69.png"><br>詩	thi<br>poetry
<img src="66C9.png"><br>曉	hiểu<br>to understand
<img src="897F.png"><br>西	tây<br>west; western
<img src="5660.png"><br>噠	đặt<br>to order, to command; to invent
<img src="8A55.png"><br>評	bình<br>【to criticize】*
<img src="74F6.png"><br>瓶	bình<br>vase, vessel, jar
<img src="28DF6.png"><br>𨷶	cửa<br>door, gate, entrance
<img src="7FA9.png"><br>義	nghĩa<br>meaning
<img src="20B03.png"><br>𠬃	bỏ<br>to leave, to abandon, to neglect; to let, to put
<img src="25E70.png"><br>𥹰	lâu<br>long, long time, long while
<img src="9632.png"><br>防	phòng<br>【to prevent】*
<img src="623F.png"><br>房	phòng<br>room, chamber
<img src="4F4D.png"><br>位	vị<br>【measure word for persons; throne; seat; rank, status】*
<img src="5473.png"><br>味	vị<br>【flavor, taste】*
<img src="20E72.png"><br>𠹲	chứ<br>certainly, of course
<img src="215CB.png"><br>𡗋	lắm<br>very
<img src="21982.png"><br>𡦂	chữ<br>letter (of a script or alphabet); writing system, script; word
<img src="584A.png"><br>塊	khỏi<br>to escape, to prevent
<img src="23DF7.png"><br>𣷷	biển<br>ocean
<img src="79CB.png"><br>秋	thu<br>autumn, fall
<img src="6C42.png"><br>求	cầu<br>【to seek, to demand】*
<img src="2439C.png"><br>𤎜	sáng<br>bright, light, clear; morning
<img src="27F0B.png"><br>𧼋	chạy<br>to run
<img src="8E4E.png"><br>蹎	chân<br>foot, leg
<img src="7A0B.png"><br>程	trình<br>schedule, agenda
<img src="5448.png"><br>呈	trình<br>to submit, to show, to present
<img src="2AC02.png"><br>𪰂	phía<br>direction, way
<img src="24930.png"><br>𤤰	vua<br>king
<img src="4EC1.png"><br>仁	nhân<br>kernel, filling; 【humane】*
<img src="4EBA.png"><br>人	nhân<br>【person, people; man, mankind】*
<img src="4FDD.png"><br>保	bảo<br>【to protect, to safeguard】*
<img src="20E12.png"><br>𠸒	bảo<br>to say
<img src="540D.png"><br>名	danh<br>name
<img src="5340.png"><br>區	khu<br>area, district, zone
<img src="7ACB.png"><br>立	lập<br>to form, to establish, to set up
<img src="8853.png"><br>術	thuật<br>art, technique
<img src="8CF4.png"><br>賴	trái<br>left; to the left
<img src="236E4.png"><br>𣛤	trái<br>fruit
<img src="5F37.png"><br>強	càng<br>the ... the; all the more
<img src="7389.png"><br>玉	ngọc<br>gemstone, gem, jewel
<img src="5BA2.png"><br>客	khách<br>guest, visitor
<img src="5672.png"><br>噲	gọi<br>to call
<img src="9F8D.png"><br>龍	rồng<br>dragon
<img src="6B31.png"><br>欱	hát<br>to sing
<img src="559D.png"><br>喝	hét<br>to scream, to cry
<img src="20127.png"><br>𠄧	vài<br>some, several, quite a few
<img src="7D71.png"><br>統	thống<br>【to unite; to control】*
<img src="28DD1.png"><br>𨷑	mở<br>to open
<img src="671D.png"><br>朝	chiều<br>direction; dimension, side
<img src="516C.png"><br>公	công<br>public; common
<img src="28008.png"><br>𨀈	bước<br>step, pace; to step, to pace
<img src="7D42.png"><br>終	chung<br>common, general, public, shared
<img src="5C11.png"><br>少	thiếu<br>to lack
<img src="73FE.png"><br>現	hiện<br>to appear
<img src="28178.png"><br>𨅸	đứng<br>to stand
<img src="6252.png"><br>扒	bắt<br>to catch
<img src="5B5F.png"><br>孟	mạnh<br>strong, powerful
<img src="21BA3.png"><br>𡮣	bé<br>small, little, tiny
<img src="5E02.png"><br>市	thị<br>【city; market; town; trade】*
<img src="8996.png"><br>視	thị<br>【to look, to see】*
<img src="793A.png"><br>示	thị<br>【to show, to demonstrate】*
<img src="6025.png"><br>急	gấp<br>pressing, urgent, hurry
<img src="7D1A.png"><br>級	cấp<br>rank, level, class; (school) grade
<img src="548C.png"><br>和	hoà<br>【harmony, peace】*
<img src="231DC.png"><br>𣇜	buổi<br>time of day; time, period, duration; working shift
<img src="22782.png"><br>𢞂	buồn<br>sad, melancholic
<img src="862D.png"><br>蘭	lan<br>orchid
<img src="8DE2.png"><br>跢	đá<br>to kick
<img src="254A5.png"><br>𥒥	đá<br>stone; rock
<img src="8205.png"><br>舅	cậu<br>uncle (mother's brother); young man
<img src="28508.png"><br>𨔈	chơi<br>to play
<img src="5236.png"><br>制	chế<br>to prepare (medicine); to pour (water); 【to regulate; system】*
<img src="7269.png"><br>物	vật<br>thing, object
<img src="2B1F0.png"><br>𫇰	cũ<br>old; ancient; second-hand
<img src="9023.png"><br>連	liên<br>【to connect】*
<img src="806F.png"><br>聯	liên<br>【to join, to associate】*
<img src="2263E.png"><br>𢘾	nhờ<br>to commission, to resort to; thanks to, owing to
<img src="5412.png"><br>吒	cha<br>father
<img src="5BB6.png"><br>家	gia<br>【house, home; family】*
<img src="52A0.png"><br>加	gia<br>to increase, to add
<img src="96FB.png"><br>電	điện<br>electricity
<img src="9109.png"><br>鄉	hương<br>【rural, village】*
<img src="9999.png"><br>香	hương<br>perfume; fragrancy
<img src="205A4.png"><br>𠖤	bay<br>to fly
<img src="225FC.png"><br>𢗼	lo<br>to worry, to take care of
<img src="968A.png"><br>隊	đội<br>to wear (on the head); team
<img src="212B2.png"><br>𡊲	chỗ<br>place, space, room, spot
<img src="5B9A.png"><br>定	định<br>to intend to, to decide
<img src="552D.png"><br>唭	cười<br>to laugh; to smile
<img src="751F.png"><br>生	sinh<br>life; birth
<img src="592A.png"><br>太	thái<br>【very, much; big; extreme】*
<img src="5EA6.png"><br>度	độ<br>degree, measure
<img src="215A1.png"><br>𡖡	nhóm<br>to group, to aggregate, to concentrate
<img src="2B005.png"><br>𫀅	coi<br>to look; to watch
<img src="8ECD.png"><br>軍	quân<br>army, military
<img src="245B9.png"><br>𤖹	lớp<br>class; layer, coat
<img src="209B3.png"><br>𠦳	nghìn<br>thousand
<img src="5B89.png"><br>安	an<br>safe; secure; peaceful
<img src="4EC9.png"><br>仉	kẻ<br>man, person, he
<img src="75C5.png"><br>病	bệnh<br>ill, sick; disease
<img src="6D0B.png"><br>洋	dương<br>ocean, sea
<img src="5F8A.png"><br>徊	hồi<br>time, period; when, at (some time)
<img src="56DE.png"><br>回	hồi<br>to return
<img src="85DD.png"><br>藝	nghề<br>work, craft; occupation, profession
<img src="2029F.png"><br>𠊟	thằng<br>guy, boy, man; (form of address for male third-person, singular)
<img src="5806.png"><br>堆	đôi<br>pair, couple; double
<img src="20B64.png"><br>𠭤	trả<br>to return, to pay back
<img src="5168.png"><br>全	toàn<br>all, whole, entire
<img src="6700.png"><br>最	tối<br>night; dark; obscure; 【extremely, exceedingly】*
<img src="6EDD.png"><br>滝	sông<br>river
<img src="7D05.png"><br>紅	hồng<br>rose, pink; rosy
<img src="5370.png"><br>印	in<br>to print
<img src="6253.png"><br>打	đánh<br>to beat, to hit; to fight, to combat, to play
<img src="200E3.png"><br>𠃣	ít<br>less; little; few
<img src="98DB.png"><br>飛	phi<br>【to fly】*
<img src="7B95.png"><br>箕	kia<br>that, the other
<img src="4F2F.png"><br>伯	bác<br>uncle; aunt
<img src="535A.png"><br>博	bác<br>【extensive, comprehensive, wide, broad, rich; to gamble】*
<img src="825A.png"><br>艚	tàu<br>ship, boat
<img src="90A6.png"><br>邦	bang<br>nation, country, state
<img src="58EB.png"><br>士	sĩ<br>scholar; feudal intellectual
<img src="8B66.png"><br>警	cảnh<br>【guard】*
