吝	lần<br>time, times
由	do<br>reason; cause
𣃣	vừa<br>suitable, fitting
㦖	muốn<br>to desire, to want, to wish
文	văn<br>literature; culture
工	công<br>work; labour
捲	cuốn<br>to roll up, to curl up, to convolve
卷	quyển<br>book, volume (publishing)
調	đều<br>even; equally
條	điều<br>occurrence; condition; terms
花	hoa<br>flower
華	hoa<br>chinese
𡘯	lớn<br>big; large
埃	ai<br>who; someone, somebody
𠀧	ba<br>three
爸	ba<br>father
㗂	tiếng<br>sound; noise; language
堂	đường<br>【house, bureau, palace】*
塘	đường<br>street; road; way; route
糖	đường<br>sugar
世	thế<br>world; era
替	thế<br>to substitute; to replace
勢	thế<br>such, so; 【condition, appearance; position, influence, impetus, power】*
曾	từng<br>【ever; already】*
𫢩	nay<br>this (year or day); now; today
坭	nơi<br>place, location, site
形	hình<br>appearance, shape; picture, photo
前	tiền<br>front
錢	tiền<br>money, currency
些	ta<br>we, us
南	nam<br>south; southern
越	việt<br>vietnamese
中	trung<br>center; central; Chinese
𠮩	nếu<br>if
𥘷	trẻ<br>young; children
𠸜	tên<br>name
𥏌	tên<br>arrow
實	thật<br>true, real, actual
媄	mẹ<br>mother; mom
勤	cần<br>to need
𡀯	chuyện<br>matter; talk, story
每	mỗi<br>each, every
芒	mang<br>to carry; to wear
姉	chị<br>sister; young woman
車	xe<br>vehicle; car
禮	lễ<br>holiday; festival; 【manners, courtesy, etiquette】*
迻	đưa<br>to give
𥆾	nhìn<br>to look
國	quốc<br> 【country, nation】*
添	thêm<br>to add, to increase; additional
高	cao<br>high; tall
步	bộ<br>【to step, to walk】*
部	bộ<br>set; part, section, division
隻	chiếc<br>unit, entity, object; (classifier for vehicles or certain objects)
𤞦	mọi<br>each, every
書	thư<br>letter; 【book】*
幀	tranh<br>picture, painting, scroll
爭	tranh<br>to compete, to fight
𢬣	tay<br>arm; hand; side
𢝙	vui<br>amusing, funny, merry, joyful, gay
信	tin<br>to believe; news, information
吀	xin<br>to beg; to ask for
民	dân<br>people; citizen
省	tỉnh<br>province
過	quá<br>very; too (much); to exceed, to pass
咹	ăn<br>to eat
要	yêu<br>【to need, to require, to demand; necessary】*
𢞅	yêu<br>to love
𡨌	giữa<br>between, in the middle of, amid
𡞕	vợ<br>wife
讀	đọc<br>to read
𣩂	chết<br>death; to die
長	trưởng<br>leader
場	trường<br>school; field; ground
航	hàng<br>【sail; navigate】*
行	hàng<br>line, row; rank, order; goods, wares, merchandise
𥙩	lấy<br>to take
𦖑	nghe<br>to hear
𢢲	đẹp<br>beautyful
字	tự<br>character; letter; word
𠢞	giúp<br>to help, to assist
𡮈	nhỏ<br>small
姅	nửa<br>half
𠯆	nữa<br>more, further
常	thường<br>frequent; common, normal, usual
學	học<br>to learn, to study
東	đông<br>east; eastern
𠅍	mất<br>to lose; lost; to die, to vanish
𨑜	xuống<br>to descend; to go down
坦	đất<br>earth; soil; land; ground
半	bán<br>【half, semi-】*
𧸝	bán<br>to sell
併	tính<br>to calculate; to plan
對	đối<br>facing, opposing
類	loại<br>class, group, kind, category
或	hoặc<br>or; either
𩈘	mặt<br>face
䀡	xem<br>to see, to observe
情	tình<br>feeling, emotion
外	ngoài<br>out; outside; external
边	bên<br>side; edge
牢	sao<br>how
𣋀	sao<br>star
𤀘	vùng<br>region, area
丕	vậy<br>so; thus
張	trương<br>(surname); 【to open up, to spread, to extend】*
妝	trang<br>【to dress up, to make up】*
𠳒	lời<br>word
歇	hết<br>to be over; to end; to expire; to be used up
陳	trần<br>(surname Tran)
認	nhận<br>to agree, to accept; to recognize
兜	đâu<br>where; somewhere
聲	thanh<br>sound, voice, noise
清	thanh<br>pure, clear, clean
青	thanh<br>juvenile; 【green, blue】*
古	cổ<br>old, ancient, antique
𤳄	bởi<br>because
𢚸	lòng<br>soul, mind, heart; feeling
幅	bức<br>painting, photograph, piece
兆	triệu<br>million
𣦍	ngay<br>straight, direct
𧵆	gần<br>near; nearly, almost
𧷸	mua<br>to buy
用	dụng<br>to use, to employ
𫯳	chồng<br>husband
重	trọng<br>to value, to respect; 【weight, heavy】*
分	phần<br>part, portion, piece (of a whole)
女	nữ<br>【female, woman】*
𧿨	trở<br>to turn, to change
曠	khoảng<br>about, circa; space, distance, interval; period (time)
𠸥	kể<br>to tell; in relation to, with respect to
關	quan<br>【frontier, barrier, gate】*
觀	quan<br> 【to see】*
無	vô<br>【non-, negative】*
員	viên<br>member; employee; personnel
湖	hồ<br>lake
糊	hồ<br>glue; to glue
拠	cứ<br>to continue, to keep on; 【ground, base】*
廊	làng<br>village
春	xuân<br>spring (season)
𢣂	nghĩ<br>to think
報	báo<br>to report, to tell; newspaper
版	bản<br>copy, edition; printing blocks
本	bản<br>【root, origin, source; basis】*
適	thích<br>to like
釋	thích<br>【to explain】*
傷	thương<br>to be fond of, to love
總	tổng<br>【altogether】*
𣘃	cây<br>tree, plant
核	hạch<br>nucleus
傳	truyện<br>story
𠁀	đời<br>existence; world; generation; era
𤲂	dưới<br>below; at the bottom
法	pháp<br>law; France; french
心	tâm<br>【heart; mind】*
賖	xa<br>far, distant
﨤	gặp<br>to meet, to encounter
眜	mắt<br>eye; expensive
北	bắc<br>north; northern
明	minh<br>【bright; clear】*
元	nguyên<br>whole, entire; 【original, initial, source, root】*
四	tư<br>【four】*
𠶢	dù<br>however, though
油	dầu<br>oil, fat, grease
價	giá<br>price, value
𡎥	ngồi<br>to sit
代	đại<br>【era, generation】*
大	đại<br>【big; great; very, much】*
𣇞	giờ<br>time
身	thân<br>body; trunk; intimate, close
𦘧	vẽ<br>to draw, to paint
輪	luôn<br>directly, right away; also, too; often; 【wheel, disk; revolve, recur】*
司	ty<br>service, administration; 【to manage, to govern, to regulate】*
𡛔	gái<br>female; girl
造	tạo<br>to create; to make; to form
𣋚	hôm<br>day
务	mùa<br>season; time; tide
庄	chẳng<br>not at all
推	thôi<br>to stop, no more; only, just; enough!
牟	màu<br>color
𢲧	gây<br>to quarrel; to cause, to excite, to initiate
解	giải<br>to solve, to answer, to explain
句	câu<br>sentence
德	đức<br>virtue, ethics, morality; Germany, german
點	điểm<br>point, mark, score
𡨹	giữ<br>to keep; to retain; to hold; to maintain
卒	tốt<br>good, well, fine; 【finally, at last】*
務	vụ<br>【matter, affair, business】*
𠁦	trúng<br>exactly, correct; to hit, to impact
𡗶	trời<br>sky; heaven; weather
𢖵	nhớ<br>to remember; to recall; to call in mind
𠳨	hỏi<br>to ask; to question, to inquire
𦣰	nằm<br>to lie down
想	tưởng<br>to think
沔	miền<br>region; district
屬	thuộc<br>to belong to, subordinate of; to know by heart; to tan
注	chú<br>uncle; 【to focus, to concentrate】*
排	bài<br>lecture
𨖅	sang<br>to cross; to transfer; across, over
鐄	vàng<br>gold; yellow
旬	tuần<br>week; ten-day period
眾	chúng<br>masses; multitude
𣛠	máy<br>machine; engine
金	kim<br>【gold, metal】*
今	kim<br>【today】*
珠	châu<br>【gem, pearl, precious stone】*
洲	châu<br>continent
山	sơn<br>【mountain; mountains】*
𡥙	cháu<br>grandchild, grandchildren, grandson, granddaughter
菭	đầy<br>full, completely filled
日	nhật<br>sun; Japan; japanese
𠁂	đứa<br>(person of low rank), bloke, lad, guy
𨱽	dài<br>long
樂	nhạc<br>music
班	ban<br>time, shift
都	đô<br>【capital city, metropolis】*
𣎀	đêm<br>night
娘	nàng<br>she; her
試	thi<br>to compete, to race, to take an examination
詩	thi<br>poetry
曉	hiểu<br>to understand
西	tây<br>west; western
噠	đặt<br>to order, to command; to invent
評	bình<br>【to criticize】*
瓶	bình<br>vase, vessel, jar
𨷶	cửa<br>door, gate, entrance
義	nghĩa<br>meaning
𠬃	bỏ<br>to leave, to abandon, to neglect; to let, to put
𥹰	lâu<br>long, long time, long while
防	phòng<br>【to prevent】*
房	phòng<br>room, chamber
位	vị<br>【measure word for persons; throne; seat; rank, status】*
味	vị<br>【flavor, taste】*
𠹲	chứ<br>certainly, of course
𡗋	lắm<br>very
𡦂	chữ<br>letter (of a script or alphabet); writing system, script; word
塊	khỏi<br>to escape, to prevent
𣷷	biển<br>ocean
秋	thu<br>autumn, fall
求	cầu<br>【to seek, to demand】*
𤎜	sáng<br>bright, light, clear; morning
𧼋	chạy<br>to run
蹎	chân<br>foot, leg
程	trình<br>schedule, agenda
呈	trình<br>to submit, to show, to present
𪰂	phía<br>direction, way
𤤰	vua<br>king
仁	nhân<br>kernel, filling; 【humane】*
人	nhân<br>【person, people; man, mankind】*
保	bảo<br>【to protect, to safeguard】*
𠸒	bảo<br>to say
名	danh<br>name
區	khu<br>area, district, zone
立	lập<br>to form, to establish, to set up
術	thuật<br>art, technique
賴	trái<br>left; to the left
𣛤	trái<br>fruit
強	càng<br>the ... the; all the more
玉	ngọc<br>gemstone, gem, jewel
客	khách<br>guest, visitor
噲	gọi<br>to call
龍	rồng<br>dragon
欱	hát<br>to sing
喝	hét<br>to scream, to cry
𠄧	vài<br>some, several, quite a few
統	thống<br>【to unite; to control】*
𨷑	mở<br>to open
朝	chiều<br>direction; dimension, side
公	công<br>public; common
𨀈	bước<br>step, pace; to step, to pace
終	chung<br>common, general, public, shared
少	thiếu<br>to lack
現	hiện<br>to appear
𨅸	đứng<br>to stand
扒	bắt<br>to catch
孟	mạnh<br>strong, powerful
𡮣	bé<br>small, little, tiny
市	thị<br>【city; market; town; trade】*
視	thị<br>【to look, to see】*
示	thị<br>【to show, to demonstrate】*
急	gấp<br>pressing, urgent, hurry
級	cấp<br>rank, level, class; (school) grade
和	hoà<br>【harmony, peace】*
𣇜	buổi<br>time of day; time, period, duration; working shift
𢞂	buồn<br>sad, melancholic
蘭	lan<br>orchid
跢	đá<br>to kick
𥒥	đá<br>stone; rock
舅	cậu<br>uncle (mother's brother); young man
𨔈	chơi<br>to play
制	chế<br>to prepare (medicine); to pour (water); 【to regulate; system】*
物	vật<br>thing, object
𫇰	cũ<br>old; ancient; second-hand
連	liên<br>【to connect】*
聯	liên<br>【to join, to associate】*
𢘾	nhờ<br>to commission, to resort to; thanks to, owing to
吒	cha<br>father
家	gia<br>【house, home; family】*
加	gia<br>to increase, to add
電	điện<br>electricity
鄉	hương<br>【rural, village】*
香	hương<br>perfume; fragrancy
𠖤	bay<br>to fly
𢗼	lo<br>to worry, to take care of
隊	đội<br>to wear (on the head); team
𡊲	chỗ<br>place, space, room, spot
定	định<br>to intend to, to decide
唭	cười<br>to laugh; to smile
生	sinh<br>life; birth
太	thái<br>【very, much; big; extreme】*
度	độ<br>degree, measure
𡖡	nhóm<br>to group, to aggregate, to concentrate
𫀅	coi<br>to look; to watch
軍	quân<br>army, military
𤖹	lớp<br>class; layer, coat
𠦳	nghìn<br>thousand
安	an<br>safe; secure; peaceful
仉	kẻ<br>man, person, he
病	bệnh<br>ill, sick; disease
洋	dương<br>ocean, sea
徊	hồi<br>time, period; when, at (some time)
回	hồi<br>to return
藝	nghề<br>work, craft; occupation, profession
𠊟	thằng<br>guy, boy, man; (form of address for male third-person, singular)
堆	đôi<br>pair, couple; double
𠭤	trả<br>to return, to pay back
全	toàn<br>all, whole, entire
最	tối<br>night; dark; obscure; 【extremely, exceedingly】*
滝	sông<br>river
紅	hồng<br>rose, pink; rosy
印	in<br>to print
打	đánh<br>to beat, to hit; to fight, to combat, to play
𠃣	ít<br>less; little; few
飛	phi<br>【to fly】*
箕	kia<br>that, the other
伯	bác<br>uncle; aunt
博	bác<br>【extensive, comprehensive, wide, broad, rich; to gamble】*
艚	tàu<br>ship, boat
邦	bang<br>nation, country, state
士	sĩ<br>scholar; feudal intellectual
警	cảnh<br>【guard】*
景	cảnh<br>scene, scenery; landscape
預	dự<br>【before, in advance】*
化	hoá<br>to become, to change, to transform
𤽸	trắng<br>white, clear, bare, blank
黨	đảng<br>party; gang, band
苦	khổ<br>painful, hard, bitter
𧁷	khó<br>difficult
命	mạng<br>fate; destiny
界	giới<br>limit; world; society
阿	a<br>【prefix in people's name】*
偨	thầy<br>teacher, master; father, dad
𤗲	tấm<br>board, tile, sheet; mat, blanket, cover
糝	tấm<br>broken rice
𤊡	bóng<br>lustrous, glossy, glittering, sparkling, radiant
𣈖	bóng<br>ball, bulb
𩃳	bóng<br>shadow; reflection (of an image)
䏾	bụng<br>abdomen
払	chàng<br>young gentleman; large bladed chisel
𧆄	thuốc<br>medicine, remedy, medicament; drug
襖	áo<br>blouse, shirt, jacket
奥	áo<br>Austria; austrian
𠸗	xưa<br>ancient, old
劍	kiếm<br>sword
停	đừng<br>don't, do not
庭	đình<br>communal house in the village
光	quang<br>clear; brilliant
蘿	lá<br>leaf
𠹾	chịu<br>to sustain, to accept, to bear, to stand
聰	thông<br>【intelligent; bright】*
通	thông<br>【clear, open; common; to communicate】*
財	tài<br>【wealth, richness】*
材	tài<br>【material, stuff】*
才	tài<br>talent, gift
子	tử<br>【child】*
寔	thiệt<br>really; true, real, genuine
䏧	da<br>skin; leather; pelt
河	hà<br>river
權	quyền<br>right, power; authority
節	tết<br>festival, holiday
𤾓	trăm<br>hundred
𦓅	già<br>old, aged
犯	phạm<br>to violate, to offend, to commit (a crime)
𪝳	hắn<br>he; him (derogatory)
接	tiếp<br>to continue, to proceed; to connect
陣	trận<br>battle, fight
衝	xong<br>ready, finished, complete
譯	dịch<br>to translate, to decode
院	viện<br>institute; court
撑	xanh<br>green; blue
𥐉	ngắn<br>short; abbreviate
𦊚	bốn<br>four
參	tham<br>【to take part, to attend】*
貪	tham<br>to be greedy, to crave something
王	vương<br>【king, ruler; royal】*
神	thần<br>【spirit, supernatural being】*
易	dễ<br>easy
囉	la<br>to shout, to cry
探	thăm<br>to visit
庯	phố<br>street that is built-up on both sides; avenue, boulevard
黰	đen<br>black
式	thức<br>【type, style; system, formula】*
道	đạo<br>method, way; road, street
圖	đồ<br>thing, object; 【chart, map】*
途	đồ<br>【way, road, path】*
基	cơ<br>【foundation, base】*
機	cơ<br>opportunity; 【machine, engine】*
海	hải<br>【sea, ocean】*
佈	bố<br>【publicize, announce】*
布	bố<br>linen, canvas, heavy duty fabric
𢂞	bố<br>father, dad
𢜝	sợ<br>to fear, to be afraid
天	thiên<br>【sky, heaven】*
主	chủ<br>owner; chief; lord
𨑻	đem<br>to bring; to carry
埋	mai<br>【to bury】*
𢟘	chắc<br>sure; solid, firm, steady
志	chí<br>will, ambition
㕵	uống<br>to drink
指	chỉ<br>to show, to indicate, to instruct
雖	tuy<br>though
手	thủ<br>【hand】*
首	thủ<br>【head】*
默	mặc<br>【silent, quiet; dark】*
𧹼	đỏ<br>red
泣	khắp<br>all, all of
唏	hơi<br>steam, air, gas; a little bit, slightly
帝	đấy<br>there
社	xã<br>【society, company】*
支	chi<br>to spend money, to pay
𡶀	núi<br>mountain; hill
𦒹	sáu<br>six
方	phương<br>direction
紙	giấy<br>paper
𬙞	bảy<br>seven
𩵜	cá<br>fish
亞	Á<br>Asia (continent)
台	thay<br>to change, to replace
𨢇	rượu<br>liquor
息	tức<br>angry, upset; 【to rest, to end, to cease】*
𡚢	to<br>big, large, wide
𠅳	quên<br>to forget
引	dẫn<br>to conduct, to guide, to escort
律	luật<br>law, rule, regulation
上	thượng<br>【top, above, superior】*
䬔	gió<br>wind; air
徐	chờ<br>to wait
見	kiến<br>【to see】*
動	động<br>to move
𠋥	mày<br>you, your (informal)
搬	bàn<br>【to transfer, to move】*
盤	bàn<br>table; to discuss
島	đảo<br>island
𩅹	mưa<br>rain
業	nghiệp<br>profession; trade
𠋺	tao<br>I, me, my (colloquial)
𨑮	mười<br>ten
𥩯	dựng<br>to erect, to raise, to set up, to put up
𠰺	dạy<br>to teach, to educate, to train
經	kinh<br>classic works, prayer book
將	tướng<br>officer, general; minister
綠	lục<br>green
𥄬	ngủ<br>to sleep, asleep
際	tế<br> 【border, boundary】*
濟	tế<br>to run
戰	chiến<br>war
焒	lửa<br>fire
𤳇	trai<br>male; boy, young man
感	cảm<br>【to feel】*
佛	phật<br>Buddha
哭	khóc<br>to cry, to weep, to shed tears
府	phủ<br>government; prefecture; prefect
不	bất<br>【non-, un-, not】*
品	phẩm<br>【product, article】*
究	cứu<br>【to examine, to investigate】*
林	lâm<br>【forest, woods】*
功	công<br>【achievement】*
𡏦	xây<br>to build
拖	đỡ<br>to support, to relieve; to hold up
包	bao<br>bag; to wrap, to bundle
體	thể<br>【body】*
値	trị<br>【value, worth】*
治	trị<br>to cure, to treat; 【to regulate, to administer】*
結	kết<br>to tie, to knot
𧖱	máu<br>blood
十	thập<br>【ten】*
歐	âu<br>just, perhaps; 【european】*
仙	tiên<br>fairy, immortal
先	tiên<br>first, firstly
下	hạ<br>to lower, to set down, to take down
㹥	chó<br>dog
犬	khuyển<br>【dog】*
沙	sa<br>【sand; granulated】*
店	tiệm<br>shop
𢜠	mừng<br>happy, glad
發	phát<br>to deliver, to distribute, to issue
萻	ấm<br>warm
此	thử<br>【this; then】*
𪀄	chim<br>bird
彈	đàn<br>group of beings of the same kind, drove, flock, herd; to play on stringed instruments, stringed music instrument
老	lão<br>old, aged
割	cắt<br>to cut; to cut off
船	thuyền<br>ship, boat, vessel
𢺺	chia<br>to share; to divide, to split
祖	tổ<br>【ancestor, forefather; grandfather】*
組	tổ<br>group, team; to form, to organize
粓	cơm<br>(cooked) rice
域	vực<br>【area, region, domain, field】*
料	liệu<br>【materials, ingredients】*
合	hợp<br>to fit; to join
織	chức<br>office; 【to organize】*
鉑	bạc<br>silver
者	giả<br>【the one who, that person】*
水	thuỷ<br>【water, liquid】*
俗	tục<br>vulgar, crude; 【social customs】*
媽	má<br>mother
楛	gỗ<br>wood, timber
交	giao<br>to deliver, to hand over, to exchange; 【to communicate】*
畑	đèn<br>lamp, light
𢷮	đổi<br>to change, to exchange, to switch, to convert
舉	cử<br>to raise; to elect
筆	bút<br>brush; pen
案	án<br>(legal) case, sentence; small table
領	lãnh<br>to receive; 【to lead】*
作	tác<br>【to make, to work, to compose】*
馬	mã<br>【horse】*
色	sắc<br>color; beauty
迷	mê<br>to be fascinated; to loose consciousness, to faint
氣	khí<br>【air, steam】*
師	sư<br>【teacher, master】*
𠰘	miệng<br>mouth
𤙭	bò<br>cow, ox, beef
婦	phụ<br>wife, woman, married woman
輔	phụ<br>to help, to assist, to aid
暫	tạm<br>temporary, provisional
史	sử<br>history
使	sứ<br>ambassador; 【envoy, ambassador; to make, to cause, to use】*
啊	à<br>oh, aha, I see
鬥	đấu<br>to fight, to compete
斗	đấu<br>peck, bushel
惜	tiếc<br>to regret, to be sorry, to grudge
唯	dạ<br>yes, yes sir, affirmative!
反	phản<br>to betray, to be disloyal to
果	quả<br>fruit; result
椒	tiêu<br>pepper
教	giáo<br>to teach, to educate
精	tinh<br>【pure, clear; essence; spirit; perfect】*
星	tinh<br>【star, planet】*
福	phước<br>happiness
科	khoa<br>field of study, subject of study
量	lượng<br>quantity, measure
茶	trà<br>tea; tea plant
縁	duyên<br>charm, grace, loveliness; 【cause, reason】*
置	trí<br>【to place, to set aside】*
纇	lỗi<br>mistake; fault; error
助	trợ<br>【to help, to assist】*
𠔭	tám<br>eight
小	tiểu<br>【small, tiny】*
後	hậu<br>【after, behind】*
入	nhập<br>to join, to enter; to import
能	năng<br>【ability, capability, to be able to】*
葻	bông<br>flower
目	mục<br>section, topic; program item; 【eye】*
𠃩	chín<br>nine
藥	dược<br>medicine, pharmacy
𤯆	ngon<br>tasty, delicious; well, easy
𩄲	mây<br>cloud
呌	kêu<br>to call; to cry
𦝄	trăng<br>moon
嘲	chào<br>to greet
獨	độc<br>【alone, single】*
危	nguy<br>【dangerous】*
章	chương<br>chapter, section
妸	gã<br>lad, bloke, underdog
音	âm<br>sound; noise
陰	âm<br>【lunar; female】*
題	đề<br>topic, subject
提	đề<br>【to hold】*
籺	hột<br>grain, seed
萬	vạn<br>ten thousand
製	chế<br>to manufacture, to produce
典	điển<br>classic written source
絏	dây<br>rope; cord; wire; string
瓊	quỳnh<br>【jade; rare, precious; elegant】*
力	lực<br>force, strength
内	nội<br>inside; paternal
待	đợi<br>to wait
多	đa<br>many; much; numerous
猫	mèo<br>cat
碁	cờ<br>chess
口	khẩu<br>【mouth; entrance; gate】*
恩	ơn<br>favour; 【kindness, mercy】*
限	hạn<br>limit; term
媒	môi<br>【medium, intermediary, agent, go-between】*
證	chứng<br>evidence, proof
響	hưởng<br>【to make noise; sound】*
𣟮	mềm<br>soft; tender
地	địa<br>【earth, soil, ground】*
間	gian<br>【space, interval; between】*
土	thổ<br>earch; soil
競	cạnh<br>【to compete】*
址	chỉ<br>【site, location】*
失	thất<br>【to lose; to make a mistake】*
曆	lịch<br>calendar
歷	lịch<br>【passing, successive, throughout; past, historic】*
他	thà<br>rather, better
杏	hạnh<br>apricot tree
幸	hạnh<br>【luck, fortunate】*
出	xuất<br> 【to go out; to produce】*
及	cập<br>to land, to lay alongside; 【to reach, to arrive】*
𥾘	sợi<br>fibre; filament
算	toán<br>【to count, to calculate, to plan】*
夾	giáp<br>bordering, adjacent, near
漢	hán<br>【Chinese; Chinese language】*
坊	phường<br>ward, urban subdistrict
英	anh<br>England; english; 【brave, hero; petal, flower】*
語	ngữ<br>【language】*
二	nhì<br>【two】*
豫	dựa<br>to lean on; to stand against
盒	hộp<br>box, case
嫩	non<br>young, tender, green; premature; mild
𡽫	non<br>mountain
論	luận<br>to debate, to discuss; essay
蓮	sen<br>lotus, water lily
祝	chúc<br>to wish so. sth.
展	triển<br>【to open, to extend】*
𡉕	hòn<br>hill; small island; ball, piece
件	kiện<br>item; case; matter; to sue
近	cận<br>near, close
巾	khăn<br>towel
舍	xá<br>【house, dwelling】*
詞	từ<br>word; phrase
𢩮	dắt<br>to lead; to tow; to guide
𡎝	cõi<br>world; country, region
畢	tất<br>all, whole; 【finish, complete】*
必	tất<br>surely, of course
第	đệ<br>【sequence, number】*
營	doanh<br>【to manage; barracks, casern, encampment】*
火	hoả<br>【fire, flame; anger, rage】*
喂	ôi<br>oh
𤄯	trong<br>clear, pure
𧿆	dãy<br>row, chain, series
𠳐	vâng<br>yes, all right
然	nhiên<br>【so, like that】*
言	ngôn<br>【speech; to speak】*
系	hệ<br>system, branch
係	hệ<br>【to relate to, to connect】*
衛	vệ<br>【to guard, to protect】*
伵	tớ<br>servant; I, my, me
魚	ngư<br>【fish】*
執	chấp<br>【to execute; to grasp, to seize】*
斤	cân<br>to weigh; scale, balance; weight; kilogram
劸	khoẻ<br>healthy, strong
五	ngũ<br>【five】*
問	vấn<br>【to ask, to inquire】*
恨	hận<br>hatred; resentiment
銀	ngân<br>【money, cash】*
瓦	ngói<br>tile
查	tra<br>to seek, to look up (in a dictionary); to investigate
喃	nôm<br>nôm
跪	quỳ<br>to kneel
炊	sôi<br>to boil
産	sản<br>【to give birth】*
孔	khổng<br>【emptiness, hollow, hole, opening】*
決	quyết<br>to decide, to determine
壓	áp<br>to press against, to oppress
儒	nho<br>【Confucian scholar】*
改	cải<br>to change, to alter, to reform, to correct
考	khảo<br>【to verify, to test, to examine】*
乃	nấy<br>that (one), that (person or thing)
𢩿	sẻ<br>to divide, to share
没	một<br>【to sink; to have not】*; also: number one (see 𠬠)
紀	kỷ<br>period
ㇶ	chuỷ<br>(iteration mark)
互	hỗ<br>【mutually, reciprocally】*
𥿗	chỉ<br>thread; yarn
仕	xảy<br>(see: xảy ra)
止	chỉ<br>【to stop; to detain】*
ㇴ	lại<br>(iteration mark)
𣊾	bây<br>【this, that】*
鳥	điểu<br>【bird】*
悔	hối<br>to repent; to regret; to rue
饒	nhiêu<br>how many; (quantity)
𢭲	vói<br>to reach sth.
